time;temperature;wind;wind_direction;gust;phenomenon;pressure;humidity;uv_index;moon;moon_direction;day;date;areal;city;prob;fish;features
12;22;2;СЗ;6;['ясно'];740;0.61;4;0.01;1;203;2020-07-21;Московская область;Сергиев Посад;0.47;берш;[(('moon', 0, 12), 0.01, 0.03506309692481063), (('moon', 0, 9), 0.01, 0.03763007721875838), (('moon', 0, 0), 0.01, 0.042213354123299206), (('moon', 0, 3), 0.01, 0.05469664186572242)]
15;22;3;СЗ;7;['малооблачно'];740;0.55;3;0.01;1;203;2020-07-21;Московская область;Сергиев Посад;0.52;берш;[(('moon', 1, 18), 0.02, 0.01599704964485888), (('moon', 2, 15), 0.02, 0.016485801067151494), (('wind', 0, 0), 3.0, 0.03620694848513903), (('gust', 0, 0), 7.0, 0.05600865339290047)]
18;20;2;СЗ;7;['малооблачно'];740;0.69;1;0.01;1;203;2020-07-21;Московская область;Сергиев Посад;0.52;берш;[(('gust', 0, 12), 4.0, 0.015464270888928424), (('moon', 1, 0), 0.0, 0.025047687480293162), (('wind', 0, 0), 2.0, 0.04538341907337433), (('gust', 0, 0), 7.0, 0.05600865339290047)]
21;18;2;СЗ;7;['малооблачно'];740;0.87;0;0.01;1;203;2020-07-21;Московская область;Сергиев Посад;0.53;берш;[(('gust', 0, 12), 5.0, 0.015464270888928424), (('moon', 1, 0), 0.0, 0.02599640542901111), (('wind', 0, 0), 2.0, 0.043201878264831226), (('gust', 0, 0), 7.0, 0.04856679292778418)]
0;16;2;СЗ;5;['ясно'];740;0.92;0;0.04;1;204;2020-07-22;Московская область;Сергиев Посад;0.52;берш;[(('moon', 1, 3), 0.0, 0.01709543127855744), (('moon', 1, 0), 0.01, 0.035087314519920206), (('wind', 0, 0), 2.0, 0.03940187826483123), (('gust', 0, 0), 5.0, 0.04856679292778418)]
3;15;2;СЗ;4;['ясно'];740;0.98;0;0.04;1;204;2020-07-22;Московская область;Сергиев Посад;0.54;берш;[(('moon', 1, 3), 0.01, 0.022542925494400273), (('moon', 1, 0), 0.01, 0.024826202683256585), (('wind', 0, 0), 2.0, 0.043201878264831226), (('gust', 0, 0), 4.0, 0.05212758923014616)]
6;17;2;СЗ;5;['малооблачно', ' гроза'];740;0.93;1;0.04;1;204;2020-07-22;Московская область;Сергиев Посад;0.55;берш;[(('moon', 1, 3), 0.01, 0.022542925494400273), (('moon', 1, 0), 0.01, 0.025208977802873806), (('wind', 0, 0), 2.0, 0.049907832516620995), (('gust', 0, 0), 5.0, 0.05212758923014616)]
9;19;2;С;6;['пасмурно', ' гроза'];740;0.88;2;0.04;1;204;2020-07-22;Московская область;Сергиев Посад;0.53;берш;[(('wind', 0, 0), 2.0, 0.03086684579935344), (('moon', 1, 0), 0.01, 0.0342998868937829), (('пасмурно', 0, 0), 1.0, 0.0424740863914372), (('gust', 0, 0), 6.0, 0.04861734904507437)]
12;21;2;С;6;['малооблачно', ' небольшой дождь', ' гроза'];740;0.68;4;0.04;1;204;2020-07-22;Московская область;Сергиев Посад;0.49;берш;[(('moon', 0, 12), 0.04, 0.03527997562183681), (('moon', 0, 9), 0.04, 0.03763007721875838), (('moon', 0, 0), 0.04, 0.042213354123299206), (('moon', 0, 3), 0.04, 0.04973082049402718)]
15;23;3;С;7;['малооблачно', ' небольшой дождь'];739;0.53;3;0.04;1;204;2020-07-22;Московская область;Сергиев Посад;0.48;берш;[(('moon', 0, 9), 0.04, 0.03763007721875838), (('moon', 0, 12), 0.04, 0.03899115574606041), (('moon', 0, 3), 0.04, 0.04062367763688434), (('moon', 0, 0), 0.04, 0.042213354123299206)]
18;20;2;СВ;7;['ясно'];739;0.62;1;0.04;1;204;2020-07-22;Московская область;Сергиев Посад;0.52;берш;[(('moon', 1, 0), 0.01, 0.015735293592347495), (('В', 0, 0), 0.0, 0.016629338702985896), (('wind', 0, 0), 2.0, 0.046936818023867385), (('gust', 0, 0), 7.0, 0.05600865339290047)]
21;18;2;СВ;7;['ясно'];739;0.72;0;0.04;1;204;2020-07-22;Московская область;Сергиев Посад;0.51;берш;[(('moon', 1, 3), 0.01, 0.018712284742117734), (('moon', 1, 18), 0.01, 0.024002827208652815), (('wind', 0, 0), 2.0, 0.038316128368694954), (('gust', 0, 0), 7.0, 0.04856679292778418)]
0;16;2;С;5;['ясно'];739;0.76;0;0.1;1;205;2020-07-23;Московская область;Сергиев Посад;0.48;берш;[(('moon', 0, 12), 0.04, 0.029341930939858853), (('moon', 0, 3), 0.04, 0.030729029229840443), (('moon', 0, 9), 0.04, 0.03179674388542504), (('moon', 0, 0), 0.1, 0.042213354123299206)]
3;15;2;С;4;['ясно'];738;0.81;0;0.1;1;205;2020-07-23;Московская область;Сергиев Посад;0.52;берш;[(('moon', 1, 3), 0.04, 0.02028279756263055), (('moon', 1, 0), 0.04, 0.022744617601671503), (('gust', 0, 0), 4.0, 0.04468572876502989), (('wind', 0, 0), 2.0, 0.049907832516620995)]
6;17;1;С;3;['малооблачно'];737;0.72;1;0.1;1;205;2020-07-23;Московская область;Сергиев Посад;0.51;берш;[(('В', 0, 0), 0.0, 0.014710636484078568), (('moon', 1, 3), 0.04, 0.02028279756263055), (('gust', 0, 0), 3.0, 0.04856679292778418), (('wind', 0, 0), 1.0, 0.049118358832410475)]
9;20;1;ЮВ;3;['облачно'];737;0.65;2;0.1;1;205;2020-07-23;Московская область;Сергиев Посад;0.53;берш;[(('moon', 1, 3), 0.04, 0.02028279756263055), (('moon', 1, 0), 0.04, 0.031269583863479875), (('wind', 0, 0), 1.0, 0.0407313619283857), (('gust', 0, 0), 3.0, 0.05600865339290047)]
12;21;1;Ю;4;['малооблачно', ' небольшой дождь'];737;0.61;4;0.1;1;205;2020-07-23;Московская область;Сергиев Посад;0.55;берш;[(('moon', 1, 3), 0.04, 0.02028279756263055), (('wind', 0, 0), 1.0, 0.03776034743563208), (('Ю', 0, 0), 1.0, 0.04379827780914737), (('gust', 0, 0), 4.0, 0.04856679292778418)]
15;22;2;Ю;6;['малооблачно', ' небольшой дождь'];736;0.58;3;0.1;1;205;2020-07-23;Московская область;Сергиев Посад;0.6;берш;[(('moon', 1, 3), 0.04, 0.028115269816744597), (('Ю', 0, 0), 1.0, 0.039197997304238535), (('wind', 0, 0), 2.0, 0.039941888244175175), (('gust', 0, 0), 6.0, 0.04856679292778418)]
18;19;2;ЮЗ;6;['малооблачно', ' небольшой дождь', ' гроза'];736;0.73;1;0.1;1;205;2020-07-23;Московская область;Сергиев Посад;0.59;берш;[(('moon', 1, 0), 0.04, 0.02312739272128873), (('gust', 0, 0), 6.0, 0.04294348669472186), (('ЮЗ', 0, 0), 1.0, 0.044757443243696064), (('wind', 0, 0), 2.0, 0.04614734433965685)]
21;17;2;ЮЗ;6;['облачно', ' небольшой дождь', ' гроза'];735;0.91;0;0.1;1;205;2020-07-23;Московская область;Сергиев Посад;0.62;берш;[(('moon', 1, 0), 0.04, 0.02312739272128873), (('gust', 0, 0), 6.0, 0.04294348669472186), (('ЮЗ', 0, 0), 1.0, 0.044757443243696064), (('wind', 0, 0), 2.0, 0.04614734433965685)]
0;15;3;З;7;['облачно', ' дождь', ' гроза'];734;0.93;0;0.18;1;206;2020-07-24;Московская область;Сергиев Посад;0.64;берш;[(('moon', 1, 3), 0.04, 0.029684065885540668), (('З', 0, 0), 1.0, 0.030265657036346694), (('gust', 0, 0), 7.0, 0.0372944244172038), (('wind', 0, 0), 3.0, 0.04300796648325113)]
3;14;4;З;8;['пасмурно', ' дождь'];734;0.94;0;0.18;1;206;2020-07-24;Московская область;Сергиев Посад;0.68;берш;[(('moon', 1, 0), 0.1, 0.024924241898942864), (('пасмурно', 0, 0), 1.0, 0.035884939104615494), (('wind', 0, 0), 4.0, 0.039914464846972496), (('gust', 0, 0), 8.0, 0.04473628488232007)]
6;14;5;З;10;['пасмурно', ' небольшой дождь'];734;0.9;0;0.18;1;206;2020-07-24;Московская область;Сергиев Посад;0.67;берш;[(('moon', 1, 0), 0.1, 0.024924241898942864), (('gust', 0, 0), 10.0, 0.028469161594648847), (('wind', 0, 0), 5.0, 0.029124991162761963), (('пасмурно', 0, 0), 1.0, 0.035884939104615494)]
9;15;6;З;12;['пасмурно', ' небольшой дождь'];734;0.87;1;0.18;1;206;2020-07-24;Московская область;Сергиев Посад;0.64;берш;[(('moon', 1, 3), 0.1, 0.015540292991767773), (('moon', 1, 0), 0.1, 0.02370855562443306), (('З', 0, 0), 1.0, 0.028986706959146485), (('пасмурно', 0, 0), 1.0, 0.035884939104615494)]
12;15;6;З;12;['облачно', ' небольшой дождь'];734;0.82;2;0.18;1;206;2020-07-24;Московская область;Сергиев Посад;0.58;берш;[(('В', 0, 0), 0.0, 0.013257111562659615), (('moon', 1, 3), 0.1, 0.013682174305290878), (('moon', 1, 0), 0.1, 0.02370855562443306), (('З', 0, 0), 1.0, 0.028986706959146485)]
15;16;6;З;13;['облачно', ' небольшой дождь'];734;0.78;1;0.18;1;206;2020-07-24;Московская область;Сергиев Посад;0.59;берш;[(('moon', 1, 3), 0.1, 0.012111661484778059), (('В', 0, 0), 0.0, 0.015175813781566943), (('moon', 1, 0), 0.1, 0.02370855562443306), (('З', 0, 0), 1.0, 0.03798670695914649)]
18;15;3;ЮВ;9;['облачно'];735;0.53;0;0.18;1;206;2020-07-24;Московская область;Сергиев Посад;0.61;берш;[(('moon', 1, 0), 0.1, 0.01583333280803377), (('В', 0, 0), 0.0, 0.016629338702985896), (('gust', 0, 0), 9.0, 0.047241530105229225), (('wind', 0, 0), 3.0, 0.060131922152475356)]
21;14;2;В;8;['облачно'];737;0.63;0;0.18;1;206;2020-07-24;Московская область;Сергиев Посад;0.58;берш;[(('moon', 2, 15), 0.04, 0.013989925775577281), (('moon', 1, 0), 0.1, 0.01583333280803377), (('gust', 0, 0), 8.0, 0.05222564535616109), (('wind', 0, 0), 2.0, 0.05816597788002953)]
0;16;1;СВ;0;['пасмурно', ' дождь'];733;0.94;0;0.27;-1;197;2020-07-15;Московская область;Сергиев Посад;0.82;речная форель;[(('moon', 0, 9), 0.27, 0.03321291788318692), (('gust', 0, 0), 0.0, 0.04101376261015653), (('moon', 0, 3), 0.27, 0.04360994296156503), (('wind', 0, 0), 1.0, 0.057359064203572174)]
3;16;0;штиль;0;['малооблачно', ' небольшой дождь'];732;0.93;0;0.27;-1;197;2020-07-15;Московская область;Сергиев Посад;0.81;речная форель;[(('moon', 0, 9), 0.27, 0.03321291788318692), (('moon', 0, 3), 0.27, 0.04360994296156503), (('gust', 0, 0), 0.0, 0.048751402551210576), (('wind', 0, 0), 0.0, 0.057359064203572174)]
6;18;2;В;0;['пасмурно', ' небольшой дождь'];732;0.94;1;0.27;-1;197;2020-07-15;Московская область;Сергиев Посад;0.76;речная форель;[(('moon', 0, 9), 0.27, 0.026650417883186922), (('gust', 0, 0), 0.0, 0.04101376261015653), (('moon', 0, 3), 0.27, 0.044406906908434095), (('wind', 0, 0), 2.0, 0.057359064203572174)]
9;17;2;ЮВ;0;['пасмурно'];733;0.86;2;0.27;-1;197;2020-07-15;Московская область;Сергиев Посад;0.79;речная форель;[(('moon', 0, 9), 0.27, 0.026650417883186922), (('moon', 0, 3), 0.27, 0.04178267512616895), (('gust', 0, 0), 0.0, 0.04526456044594742), (('wind', 0, 0), 2.0, 0.057359064203572174)]
12;19;2;В;0;['малооблачно'];734;0.71;4;0.27;-1;197;2020-07-15;Московская область;Сергиев Посад;0.67;речная форель;[(('moon', 0, 9), 0.27, 0.026650417883186922), (('moon', 0, 3), 0.27, 0.04098571117929988), (('gust', 0, 0), 0.0, 0.04450060471541969), (('wind', 0, 0), 2.0, 0.057359064203572174)]
15;21;6;ЮВ;14;['малооблачно', ' небольшой дождь'];733;0.65;3;0.27;-1;197;2020-07-15;Московская область;Сергиев Посад;0.6;речная форель;[(('moon', 0, 6), 0.27, 0.021086316686957228), (('moon', 0, 0), 0.27, 0.023874422168388497), (('moon', 0, 9), 0.27, 0.027009739895797136), (('moon', 0, 3), 0.27, 0.038440256633845336)]
18;17;4;ЮВ;14;['пасмурно', ' небольшой дождь'];734;0.88;1;0.27;-1;197;2020-07-15;Московская область;Сергиев Посад;0.66;речная форель;[(('moon', 0, 0), 0.27, 0.022107890454488358), (('moon', 0, 9), 0.27, 0.028817591135466555), (('moon', 0, 3), 0.27, 0.03727746593617092), (('wind', 0, 0), 4.0, 0.04848402352431012)]
21;15;4;ЮВ;9;['пасмурно', ' небольшой дождь'];734;0.81;0;0.27;-1;197;2020-07-15;Московская область;Сергиев Посад;0.7;речная форель;[(('moon', 0, 9), 0.27, 0.03321291788318692), (('gust', 0, 0), 9.0, 0.04389313187451885), (('moon', 0, 3), 0.27, 0.04444715226389061), (('wind', 0, 0), 4.0, 0.05587100363280922)]
0;14;5;ЮВ;9;['пасмурно', ' небольшой дождь'];733;0.83;0;0.19;-1;198;2020-07-16;Московская область;Сергиев Посад;0.7;речная форель;[(('moon', 0, 9), 0.27, 0.03321291788318692), (('moon', 0, 3), 0.27, 0.04119279686319374), (('wind', 0, 0), 5.0, 0.05587100363280922), (('gust', 0, 0), 9.0, 0.05687399835145748)]
3;13;4;ЮВ;9;['пасмурно', ' небольшой дождь'];732;0.85;0;0.19;-1;198;2020-07-16;Московская область;Сергиев Посад;0.66;речная форель;[(('пасмурно', 0, 0), 1.0, 0.02643798253523008), (('moon', 0, 9), 0.27, 0.028817591135466555), (('wind', 0, 0), 4.0, 0.04848402352431012), (('gust', 0, 0), 9.0, 0.05687399835145748)]
6;13;3;В;9;['пасмурно', ' дождь'];732;0.93;1;0.19;-1;198;2020-07-16;Московская область;Сергиев Посад;0.6;речная форель;[(('пасмурно', 0, 0), 1.0, 0.02788794802867384), (('moon', 0, 9), 0.27, 0.03321291788318692), (('gust', 0, 0), 9.0, 0.04379967110390189), (('wind', 0, 0), 3.0, 0.061585289347094924)]
9;14;3;З;8;['пасмурно', ' дождь'];732;0.95;2;0.19;-1;198;2020-07-16;Московская область;Сергиев Посад;0.63;речная форель;[(('moon', 0, 3), 0.19, 0.024039671683503096), (('З', 0, 0), 1.0, 0.04960367651672), (('wind', 0, 0), 3.0, 0.05840027763749306), (('gust', 0, 0), 8.0, 0.06419924817805599)]
12;15;3;ЮЗ;9;['облачно', ' небольшой дождь'];734;0.84;3;0.19;-1;198;2020-07-16;Московская область;Сергиев Посад;0.54;речная форель;[(('moon', 2, 9), 0.27, 0.015603040509108471), (('moon', 0, 3), 0.19, 0.02281717582174041), (('wind', 0, 0), 3.0, 0.05582884906606449), (('gust', 0, 0), 9.0, 0.05911466171189057)]
15;17;3;ЮЗ;9;['пасмурно', ' небольшой дождь'];735;0.82;2;0.19;-1;198;2020-07-16;Московская область;Сергиев Посад;0.55;речная форель;[(('moon', 2, 15), 0.27, 0.016690931195800222), (('пасмурно', 0, 0), 1.0, 0.02142364561766736), (('wind', 0, 0), 3.0, 0.040886313402009836), (('gust', 0, 0), 9.0, 0.04100119731070461)]
18;16;4;ЮЗ;10;['облачно', ' небольшой дождь'];736;0.88;1;0.19;-1;198;2020-07-16;Московская область;Сергиев Посад;0.56;речная форель;[(('moon', 2, 9), 0.27, 0.015603040509108471), (('moon', 2, 15), 0.27, 0.01865446207023039), (('gust', 0, 0), 10.0, 0.019157775565779824), (('wind', 0, 0), 4.0, 0.04827329351050893)]
21;15;4;ЮЗ;9;['пасмурно', ' небольшой дождь'];737;0.93;0;0.19;-1;198;2020-07-16;Московская область;Сергиев Посад;0.59;речная форель;[(('moon', 2, 12), 0.27, 0.02026363021920771), (('пасмурно', 0, 0), 1.0, 0.02142364561766736), (('gust', 0, 0), 9.0, 0.04100119731070461), (('wind', 0, 0), 4.0, 0.04827329351050893)]
0;15;4;ЮЗ;8;['пасмурно', ' небольшой дождь'];737;0.94;0;0.12;-1;199;2020-07-17;Московская область;Сергиев Посад;0.61;речная форель;[(('moon', 2, 15), 0.27, 0.016690931195800222), (('пасмурно', 0, 0), 1.0, 0.03126235529508672), (('gust', 0, 0), 8.0, 0.04237262588213318), (('wind', 0, 0), 4.0, 0.055475639795557606)]
3;14;4;З;8;['пасмурно'];737;0.93;0;0.12;-1;199;2020-07-17;Московская область;Сергиев Посад;0.6;речная форель;[(('пасмурно', 0, 0), 1.0, 0.02670679973953116), (('wind', 0, 0), 4.0, 0.04338277733411733), (('З', 0, 0), 1.0, 0.04636273448773449), (('gust', 0, 0), 8.0, 0.05535349235907182)]
6;14;3;ЮЗ;8;['пасмурно', ' небольшой дождь'];738;0.92;1;0.12;-1;199;2020-07-17;Московская область;Сергиев Посад;0.57;речная форель;[(('moon', 2, 12), 0.27, 0.017520851140363055), (('пасмурно', 0, 0), 1.0, 0.03126235529508672), (('gust', 0, 0), 8.0, 0.04237262588213318), (('wind', 0, 0), 3.0, 0.04338277733411733)]
9;15;4;З;9;['пасмурно', ' небольшой дождь'];739;0.89;2;0.12;-1;199;2020-07-17;Московская область;Сергиев Посад;0.58;речная форель;[(('пасмурно', 0, 0), 1.0, 0.03126235529508672), (('З', 0, 0), 1.0, 0.040317962231005706), (('gust', 0, 0), 9.0, 0.044018381701117354), (('wind', 0, 0), 4.0, 0.058865030205186804)]
12;17;4;З;9;['пасмурно', ' небольшой дождь'];740;0.76;3;0.12;-1;199;2020-07-17;Московская область;Сергиев Посад;0.54;речная форель;[(('пасмурно', 0, 0), 1.0, 0.03126235529508672), (('З', 0, 0), 1.0, 0.0360818511198946), (('gust', 0, 0), 9.0, 0.044018381701117354), (('wind', 0, 0), 4.0, 0.045763764382401984)]
15;18;4;З;10;['пасмурно', ' небольшой дождь'];740;0.72;2;0.12;-1;199;2020-07-17;Московская область;Сергиев Посад;0.54;речная форель;[(('gust', 0, 0), 10.0, 0.0186881178509294), (('З', 0, 0), 1.0, 0.0222068511198946), (('пасмурно', 0, 0), 1.0, 0.03126235529508672), (('wind', 0, 0), 4.0, 0.05315074449090108)]
18;18;3;З;9;['малооблачно', ' небольшой дождь'];741;0.71;1;0.12;-1;199;2020-07-17;Московская область;Сергиев Посад;0.56;речная форель;[(('moon', 2, 15), 0.27, 0.018948579717289214), (('З', 0, 0), 1.0, 0.02337662337662338), (('gust', 0, 0), 9.0, 0.04750522380638051), (('wind', 0, 0), 3.0, 0.05315074449090108)]
21;16;2;З;8;['малооблачно', ' небольшой дождь'];742;0.86;0;0.12;-1;199;2020-07-17;Московская область;Сергиев Посад;0.54;речная форель;[(('moon', 2, 15), 0.27, 0.018948579717289214), (('З', 0, 0), 1.0, 0.02337662337662338), (('gust', 0, 0), 8.0, 0.04750522380638051), (('wind', 0, 0), 2.0, 0.05315074449090108)]
0;14;2;З;4;['малооблачно'];742;0.93;0;0.06;-1;200;2020-07-18;Московская область;Сергиев Посад;0.56;речная форель;[(('moon', 2, 15), 0.27, 0.018948579717289214), (('З', 0, 0), 1.0, 0.02337662337662338), (('gust', 0, 0), 4.0, 0.05166256087155444), (('wind', 0, 0), 2.0, 0.05315074449090108)]
3;13;2;З;5;['пасмурно'];743;0.94;0;0.06;-1;200;2020-07-18;Московская область;Сергиев Посад;0.59;речная форель;[(('moon', 1, 3), 0.12, 0.018624168136626623), (('пасмурно', 0, 0), 1.0, 0.02670679973953116), (('gust', 0, 0), 5.0, 0.04817571876629129), (('wind', 0, 0), 2.0, 0.058865030205186804)]
6;15;2;СЗ;5;['облачно'];743;0.9;1;0.06;-1;200;2020-07-18;Московская область;Сергиев Посад;0.56;речная форель;[(('moon', 1, 3), 0.12, 0.022891567404025894), (('moon', 1, 15), 0.19, 0.023053802096518333), (('gust', 0, 0), 5.0, 0.05001680505257028), (('wind', 0, 0), 2.0, 0.05147805009668771)]
9;15;3;СЗ;7;['пасмурно'];743;0.83;2;0.06;-1;200;2020-07-18;Московская область;Сергиев Посад;0.62;речная форель;[(('moon', 2, 15), 0.27, 0.01698504884285905), (('пасмурно', 0, 0), 1.0, 0.03126235529508672), (('gust', 0, 0), 7.0, 0.04237262588213318), (('wind', 0, 0), 3.0, 0.05147805009668771)]
12;18;2;СЗ;7;['облачно', ' небольшой дождь'];743;0.75;3;0.06;-1;200;2020-07-18;Московская область;Сергиев Посад;0.57;речная форель;[(('moon', 1, 3), 0.12, 0.016391567404025892), (('moon', 2, 15), 0.27, 0.018948579717289214), (('wind', 0, 0), 2.0, 0.045763764382401984), (('gust', 0, 0), 7.0, 0.04750522380638051)]
15;18;3;СЗ;8;['облачно', ' дождь'];744;0.72;2;0.06;-1;200;2020-07-18;Московская область;Сергиев Посад;0.58;речная форель;[(('moon', 2, 9), 0.19, 0.015364945271013232), (('moon', 1, 3), 0.12, 0.016391567404025892), (('gust', 0, 0), 8.0, 0.04750522380638051), (('wind', 0, 0), 3.0, 0.05331931993795755)]
18;18;2;СЗ;9;['малооблачно', ' дождь', ' гроза'];744;0.79;1;0.06;-1;200;2020-07-18;Московская область;Сергиев Посад;0.57;речная форель;[(('moon', 2, 9), 0.19, 0.015364945271013232), (('moon', 1, 3), 0.12, 0.022891567404025894), (('gust', 0, 0), 9.0, 0.04750522380638051), (('wind', 0, 0), 2.0, 0.06070630004645665)]
21;16;2;З;7;['малооблачно', ' небольшой дождь'];744;0.86;0;0.06;-1;200;2020-07-18;Московская область;Сергиев Посад;0.57;речная форель;[(('moon', 1, 15), 0.12, 0.017339516382232623), (('moon', 1, 3), 0.12, 0.022891567404025894), (('gust', 0, 0), 7.0, 0.05001680505257028), (('wind', 0, 0), 2.0, 0.06070630004645665)]
0;14;2;СЗ;4;['ясно'];745;0.93;0;0.02;-1;201;2020-07-19;Московская область;Сергиев Посад;0.56;речная форель;[(('moon', 1, 15), 0.12, 0.017339516382232623), (('moon', 1, 3), 0.12, 0.022891567404025894), (('gust', 0, 0), 4.0, 0.05001680505257028), (('wind', 0, 0), 2.0, 0.05331931993795755)]
3;13;2;З;4;['ясно'];745;0.95;0;0.02;-1;201;2020-07-19;Московская область;Сергиев Посад;0.58;речная форель;[(('З', 0, 0), 1.0, 0.018965909090909092), (('moon', 1, 3), 0.06, 0.022891567404025894), (('gust', 0, 0), 4.0, 0.05001680505257028), (('wind', 0, 0), 2.0, 0.059033605652243255)]
6;14;2;СЗ;4;['ясно'];746;0.93;1;0.02;-1;201;2020-07-19;Московская область;Сергиев Посад;0.56;речная форель;[(('moon', 1, 3), 0.06, 0.016391567404025892), (('moon', 1, 15), 0.12, 0.017339516382232623), (('gust', 0, 0), 4.0, 0.05001680505257028), (('wind', 0, 0), 2.0, 0.059033605652243255)]
9;18;3;СЗ;7;['малооблачно', ' небольшой дождь'];746;0.75;2;0.02;-1;201;2020-07-19;Московская область;Сергиев Посад;0.56;речная форель;[(('moon', 1, 12), 0.12, 0.016852259779480485), (('moon', 1, 3), 0.06, 0.017442802424813372), (('gust', 0, 0), 7.0, 0.04750522380638051), (('wind', 0, 0), 3.0, 0.06642058576074235)]
12;20;3;СЗ;8;['малооблачно', ' небольшой дождь'];745;0.64;4;0.02;-1;201;2020-07-19;Московская область;Сергиев Посад;0.55;речная форель;[(('moon', 2, 9), 0.12, 0.015364945271013232), (('gust', 0, 9), 4.0, 0.01604132405650432), (('gust', 0, 0), 8.0, 0.04750522380638051), (('wind', 0, 0), 3.0, 0.05331931993795755)]
15;21;3;СЗ;8;['малооблачно', ' небольшой дождь'];745;0.58;3;0.02;-1;201;2020-07-19;Московская область;Сергиев Посад;0.54;речная форель;[(('moon', 2, 9), 0.12, 0.015364945271013232), (('gust', 0, 9), 4.0, 0.01604132405650432), (('gust', 0, 0), 8.0, 0.04750522380638051), (('wind', 0, 0), 3.0, 0.05331931993795755)]
18;20;3;СЗ;8;['малооблачно', ' небольшой дождь'];745;0.62;1;0.02;-1;201;2020-07-19;Московская область;Сергиев Посад;0.53;речная форель;[(('moon', 2, 9), 0.12, 0.015364945271013232), (('moon', 1, 3), 0.06, 0.022891567404025894), (('gust', 0, 0), 8.0, 0.04750522380638051), (('wind', 0, 0), 3.0, 0.06070630004645665)]
21;16;2;СЗ;6;['ясно'];745;0.83;0;0.02;-1;201;2020-07-19;Московская область;Сергиев Посад;0.47;речная форель;[(('moon', 0, 6), 0.02, 0.02464486258950197), (('moon', 0, 3), 0.02, 0.02471120334161623), (('moon', 0, 12), 0.02, 0.039472139529953675), (('moon', 0, 9), 0.02, 0.05093534736383931)]
0;14;2;З;3;['ясно'];744;0.87;0;0.0;0;202;2020-07-20;Московская область;Сергиев Посад;0.52;речная форель;[(('moon', 1, 15), 0.06, 0.017339516382232623), (('moon', 1, 3), 0.06, 0.018624168136626623), (('gust', 0, 0), 3.0, 0.05001680505257028), (('wind', 0, 0), 2.0, 0.06070630004645665)]
3;13;2;З;4;['ясно'];744;0.89;0;0.0;0;202;2020-07-20;Московская область;Сергиев Посад;0.55;речная форель;[(('moon', 1, 15), 0.06, 0.017339516382232623), (('moon', 1, 3), 0.02, 0.022891567404025894), (('gust', 0, 0), 4.0, 0.05001680505257028), (('wind', 0, 0), 2.0, 0.06642058576074235)]
6;15;2;З;5;['ясно'];744;0.83;1;0.0;0;202;2020-07-20;Московская область;Сергиев Посад;0.56;речная форель;[(('moon', 1, 3), 0.02, 0.016391567404025892), (('moon', 1, 15), 0.06, 0.017339516382232623), (('gust', 0, 0), 5.0, 0.05001680505257028), (('wind', 0, 0), 2.0, 0.06642058576074235)]
9;19;2;СЗ;6;['ясно'];743;0.68;3;0.0;0;202;2020-07-20;Московская область;Сергиев Посад;0.51;речная форель;[(('gust', 0, 9), 3.0, 0.01604132405650432), (('moon', 1, 15), 0.06, 0.017339516382232623), (('gust', 0, 0), 6.0, 0.05166256087155444), (('wind', 0, 0), 2.0, 0.059033605652243255)]
12;22;3;СЗ;8;['ясно'];743;0.5;5;0.0;0;202;2020-07-20;Московская область;Сергиев Посад;0.54;речная форель;[(('moon', 2, 9), 0.06, 0.015364945271013232), (('gust', 0, 9), 4.0, 0.01604132405650432), (('gust', 0, 0), 8.0, 0.05166256087155444), (('wind', 0, 0), 3.0, 0.06070630004645665)]
15;23;3;СЗ;8;['ясно'];743;0.46;4;0.0;0;202;2020-07-20;Московская область;Сергиев Посад;0.55;речная форель;[(('moon', 2, 9), 0.06, 0.015364945271013232), (('moon', 1, 3), 0.02, 0.016391567404025892), (('gust', 0, 0), 8.0, 0.05166256087155444), (('wind', 0, 0), 3.0, 0.06070630004645665)]
18;20;2;СЗ;8;['ясно'];742;0.59;2;0.0;0;202;2020-07-20;Московская область;Сергиев Посад;0.54;речная форель;[(('moon', 1, 15), 0.02, 0.017339516382232623), (('moon', 1, 3), 0.02, 0.022891567404025894), (('wind', 0, 0), 2.0, 0.05331931993795755), (('gust', 0, 0), 8.0, 0.05603359985753485)]
21;18;2;СЗ;8;['ясно'];742;0.76;0;0.0;0;202;2020-07-20;Московская область;Сергиев Посад;0.52;речная форель;[(('moon', 1, 15), 0.02, 0.017339516382232623), (('moon', 1, 3), 0.02, 0.022891567404025894), (('gust', 0, 0), 8.0, 0.05603359985753485), (('wind', 0, 0), 2.0, 0.06070630004645665)]
0;17;2;СЗ;6;['малооблачно'];742;0.79;0;0.01;1;203;2020-07-21;Московская область;Сергиев Посад;0.51;речная форель;[(('moon', 1, 15), 0.02, 0.017339516382232623), (('moon', 1, 3), 0.02, 0.022891567404025894), (('wind', 0, 0), 2.0, 0.05331931993795755), (('gust', 0, 0), 6.0, 0.05438784403855069)]
3;16;2;З;4;['облачно'];741;0.83;0;0.01;1;203;2020-07-21;Московская область;Сергиев Посад;0.55;речная форель;[(('moon', 1, 15), 0.02, 0.017339516382232623), (('moon', 1, 3), 0.0, 0.022891567404025894), (('gust', 0, 0), 4.0, 0.05438784403855069), (('wind', 0, 0), 2.0, 0.06642058576074235)]
