time;temperature;wind;wind_direction;gust;phenomenon;pressure;humidity;uv_index;moon;moon_direction;day;date;areal;city;prob;fish;features
0;17;2;С;12;['пасмурно', ' дождь'];737;0.95;0;0.27;-1;197;2020-07-15;Московская область;Москва;0.71;щука;[(('moon', 0, 3), 0.27, 0.025656348226782418), (('moon', 1, 15), 0.19, 0.038778949627135115), (('пасмурно', 0, 0), 1.0, 0.04899085406561882), (('wind', 0, 0), 2.0, 0.0766113553244903)]
3;17;0;штиль;0;['пасмурно', ' небольшой дождь', ' дымка'];736;0.96;0;0.27;-1;197;2020-07-15;Московская область;Москва;0.79;щука;[(('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 0.0, 0.046401792779972535), (('пасмурно', 0, 0), 1.0, 0.04899085406561882), (('wind', 0, 0), 0.0, 0.0729076516207866)]
6;17;1;ЮВ;0;['пасмурно', ' ливень'];737;0.95;1;0.27;-1;197;2020-07-15;Московская область;Москва;0.77;щука;[(('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 0.0, 0.048001792779972546), (('пасмурно', 0, 0), 1.0, 0.04899085406561882), (('wind', 0, 0), 1.0, 0.07399769958551489)]
9;18;1;ЮВ;0;['пасмурно', ' небольшой дождь', ' дымка'];737;0.87;2;0.27;-1;197;2020-07-15;Московская область;Москва;0.74;щука;[(('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 0.0, 0.04140179277997254), (('пасмурно', 0, 0), 1.0, 0.04899085406561882), (('wind', 0, 0), 1.0, 0.08269335175942792)]
12;19;2;ЮВ;0;['пасмурно'];737;0.72;3;0.27;-1;197;2020-07-15;Московская область;Москва;0.75;щука;[(('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 0.0, 0.04140179277997254), (('пасмурно', 0, 0), 1.0, 0.04899085406561882), (('wind', 0, 0), 2.0, 0.07869553040866539)]
15;17;6;ЮВ;17;['пасмурно', ' небольшой дождь'];737;0.86;2;0.27;-1;197;2020-07-15;Московская область;Москва;0.62;щука;[(('moon', 0, 12), 0.27, 0.027481609569736016), (('moon', 0, 3), 0.27, 0.035163340165791854), (('moon', 0, 0), 0.27, 0.03772142793303321), (('пасмурно', 0, 0), 1.0, 0.04899085406561882)]
18;17;5;ЮВ;14;['облачно', ' небольшой дождь'];737;0.76;1;0.27;-1;197;2020-07-15;Московская область;Москва;0.61;щука;[(('moon', 0, 12), 0.27, 0.027481609569736016), (('moon', 0, 3), 0.27, 0.03019652679821099), (('moon', 0, 0), 0.27, 0.03981020750902845), (('wind', 0, 0), 5.0, 0.07951828173141673)]
21;15;6;ЮВ;10;['пасмурно', ' небольшой дождь'];737;0.82;0;0.27;-1;197;2020-07-15;Московская область;Москва;0.65;щука;[(('moon', 0, 12), 0.27, 0.023201889290015737), (('moon', 0, 3), 0.27, 0.026681373991620867), (('moon', 0, 0), 0.27, 0.034193467406717415), (('пасмурно', 0, 0), 1.0, 0.056087628259167216)]
0;14;5;В;9;['пасмурно', ' небольшой дождь'];737;0.86;0;0.19;-1;198;2020-07-16;Московская область;Москва;0.63;щука;[(('moon', 0, 3), 0.27, 0.021226446271333566), (('gust', 0, 0), 9.0, 0.04156462802901467), (('пасмурно', 0, 0), 1.0, 0.056087628259167216), (('wind', 0, 0), 5.0, 0.0780705304086654)]
3;13;4;В;9;['пасмурно', ' дождь'];736;0.94;0;0.19;-1;198;2020-07-16;Московская область;Москва;0.63;щука;[(('moon', 0, 3), 0.19, 0.021226446271333566), (('gust', 0, 0), 9.0, 0.04156462802901467), (('пасмурно', 0, 0), 1.0, 0.0599555527874691), (('wind', 0, 0), 4.0, 0.08807053040866542)]
6;14;4;З;8;['пасмурно', ' дождь'];737;0.96;0;0.19;-1;198;2020-07-16;Московская область;Москва;0.65;щука;[(('moon', 0, 12), 0.27, 0.023201889290015737), (('gust', 0, 0), 8.0, 0.04140179277997254), (('пасмурно', 0, 0), 1.0, 0.056087628259167216), (('wind', 0, 0), 4.0, 0.0977628381009731)]
9;15;3;З;8;['пасмурно', ' дождь'];738;0.9;1;0.19;-1;198;2020-07-16;Московская область;Москва;0.64;щука;[(('moon', 2, 12), 0.19, 0.02174292443771792), (('gust', 0, 0), 8.0, 0.043001792779972535), (('пасмурно', 0, 0), 1.0, 0.056087628259167216), (('wind', 0, 0), 3.0, 0.08906718592706007)]
12;17;3;ЮЗ;8;['пасмурно', ' небольшой дождь', ' гроза'];740;0.83;2;0.19;-1;198;2020-07-16;Московская область;Москва;0.61;щука;[(('moon', 2, 12), 0.27, 0.025455795724846634), (('gust', 0, 0), 8.0, 0.037431204544678416), (('пасмурно', 0, 0), 1.0, 0.06805079088270719), (('wind', 0, 0), 3.0, 0.0977628381009731)]
15;16;5;З;10;['пасмурно', ' дождь'];741;0.9;1;0.19;-1;198;2020-07-16;Московская область;Москва;0.61;щука;[(('moon', 0, 3), 0.19, 0.017952403241192978), (('moon', 2, 12), 0.27, 0.02715768251729947), (('пасмурно', 0, 0), 1.0, 0.06805079088270719), (('wind', 0, 0), 5.0, 0.08526283810097311)]
18;16;5;З;11;['пасмурно', ' дождь'];742;0.88;1;0.19;-1;198;2020-07-16;Московская область;Москва;0.59;щука;[(('moon', 0, 3), 0.19, 0.020447362918612332), (('moon', 2, 12), 0.27, 0.0268678274448357), (('пасмурно', 0, 0), 1.0, 0.04899085406561882), (('wind', 0, 0), 5.0, 0.07947495931309431)]
21;15;4;ЮЗ;10;['малооблачно', ' небольшой дождь'];743;0.9;0;0.19;-1;198;2020-07-16;Московская область;Москва;0.55;щука;[(('gust', 0, 0), 10.0, 0.016078146687029955), (('ЮЗ', 0, 0), 1.0, 0.025305716586151362), (('moon', 2, 12), 0.27, 0.02715768251729947), (('wind', 0, 0), 4.0, 0.1023818857200207)]
0;15;4;З;8;['пасмурно'];743;0.9;0;0.12;-1;199;2020-07-17;Московская область;Москва;0.63;щука;[(('moon', 2, 12), 0.27, 0.025455795724846634), (('gust', 0, 0), 8.0, 0.04140179277997254), (('пасмурно', 0, 0), 1.0, 0.05241587024778656), (('wind', 0, 0), 4.0, 0.0952628381009731)]
3;15;4;З;8;['пасмурно'];743;0.92;0;0.12;-1;199;2020-07-17;Московская область;Москва;0.58;щука;[(('moon', 2, 12), 0.27, 0.025455795724846634), (('gust', 0, 0), 8.0, 0.045453516917903565), (('пасмурно', 0, 0), 1.0, 0.05027301310492941), (('wind', 0, 0), 4.0, 0.09053556537370035)]
6;15;4;З;7;['пасмурно', ' небольшой дождь'];744;0.9;1;0.12;-1;199;2020-07-17;Московская область;Москва;0.54;щука;[(('moon', 2, 12), 0.27, 0.025455795724846634), (('gust', 0, 0), 7.0, 0.04045351691790357), (('пасмурно', 0, 0), 1.0, 0.05027301310492941), (('wind', 0, 0), 4.0, 0.0952628381009731)]
9;17;5;З;9;['пасмурно', ' небольшой дождь'];744;0.78;2;0.12;-1;199;2020-07-17;Московская область;Москва;0.53;щука;[(('moon', 2, 12), 0.27, 0.025455795724846634), (('gust', 0, 0), 9.0, 0.04532364678803344), (('пасмурно', 0, 0), 1.0, 0.05027301310492941), (('wind', 0, 0), 5.0, 0.08776283810097311)]
12;18;5;З;9;['пасмурно', ' небольшой дождь'];745;0.72;3;0.12;-1;199;2020-07-17;Московская область;Москва;0.52;щука;[(('moon', 2, 12), 0.27, 0.025455795724846634), (('gust', 0, 0), 9.0, 0.04532364678803344), (('пасмурно', 0, 0), 1.0, 0.05027301310492941), (('wind', 0, 0), 5.0, 0.08303556537370037)]
15;19;4;З;10;['облачно', ' небольшой дождь'];746;0.65;2;0.12;-1;199;2020-07-17;Московская область;Москва;0.5;щука;[(('moon', 2, 12), 0.27, 0.02481028448635713), (('moon', 1, 12), 0.19, 0.029037558246494916), (('moon', 1, 15), 0.19, 0.03175129985754986), (('wind', 0, 0), 4.0, 0.09197495931309431)]
18;19;4;З;9;['облачно', ' небольшой дождь'];746;0.68;1;0.12;-1;199;2020-07-17;Московская область;Москва;0.56;щука;[(('moon', 1, 12), 0.19, 0.029037558246494916), (('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 9.0, 0.041271922650102405), (('wind', 0, 0), 4.0, 0.09197495931309431)]
21;17;2;З;7;['пасмурно'];747;0.77;0;0.12;-1;199;2020-07-17;Московская область;Москва;0.58;щука;[(('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 7.0, 0.040323646788033435), (('пасмурно', 0, 0), 1.0, 0.043176238911381025), (('wind', 0, 0), 2.0, 0.10526283810097307)]
0;15;2;З;4;['малооблачно'];747;0.88;0;0.06;-1;200;2020-07-18;Московская область;Москва;0.58;щука;[(('moon', 1, 12), 0.19, 0.029037558246494916), (('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 4.0, 0.040323646788033435), (('wind', 0, 0), 2.0, 0.0994749593130943)]
3;13;2;З;4;['пасмурно'];747;0.93;0;0.06;-1;200;2020-07-18;Московская область;Москва;0.6;щука;[(('moon', 1, 15), 0.19, 0.03175129985754986), (('пасмурно', 0, 0), 1.0, 0.043176238911381025), (('gust', 0, 0), 4.0, 0.04532364678803344), (('wind', 0, 0), 2.0, 0.0994749593130943)]
6;15;3;СЗ;4;['пасмурно'];748;0.86;1;0.06;-1;200;2020-07-18;Московская область;Москва;0.58;щука;[(('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 4.0, 0.040323646788033435), (('пасмурно', 0, 0), 1.0, 0.043176238911381025), (('wind', 0, 0), 3.0, 0.10526283810097307)]
9;18;3;СЗ;8;['облачно', ' небольшой дождь'];748;0.73;2;0.06;-1;200;2020-07-18;Московская область;Москва;0.56;щука;[(('moon', 1, 12), 0.19, 0.029037558246494916), (('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 8.0, 0.0462719226501024), (('wind', 0, 0), 3.0, 0.0994749593130943)]
12;18;3;СЗ;8;['малооблачно', ' небольшой дождь'];749;0.73;3;0.06;-1;200;2020-07-18;Московская область;Москва;0.56;щука;[(('moon', 1, 12), 0.12, 0.029037558246494916), (('moon', 1, 15), 0.19, 0.03175129985754986), (('gust', 0, 0), 8.0, 0.04287192265010241), (('wind', 0, 0), 3.0, 0.09077930713918127)]
15;19;4;СЗ;9;['облачно', ' небольшой дождь'];749;0.65;2;0.06;-1;200;2020-07-18;Московская область;Москва;0.6;щука;[(('moon', 1, 12), 0.12, 0.029037558246494916), (('moon', 1, 15), 0.12, 0.03175129985754986), (('gust', 0, 0), 9.0, 0.04287192265010241), (('wind', 0, 0), 4.0, 0.08327930713918127)]
18;19;4;СЗ;9;['малооблачно', ' небольшой дождь'];749;0.66;1;0.06;-1;200;2020-07-18;Московская область;Москва;0.56;щука;[(('moon', 1, 12), 0.12, 0.029037558246494916), (('moon', 1, 15), 0.12, 0.03175129985754986), (('gust', 0, 0), 9.0, 0.041271922650102405), (('wind', 0, 0), 4.0, 0.08327930713918127)]
21;16;2;СЗ;7;['малооблачно'];749;0.82;0;0.06;-1;200;2020-07-18;Московская область;Москва;0.56;щука;[(('moon', 1, 12), 0.12, 0.029713679912715594), (('moon', 1, 15), 0.12, 0.03175129985754986), (('gust', 0, 0), 7.0, 0.041271922650102405), (('wind', 0, 0), 2.0, 0.08327930713918127)]
0;14;2;З;4;['ясно'];750;0.93;0;0.02;-1;201;2020-07-19;Московская область;Москва;0.59;щука;[(('moon', 1, 12), 0.12, 0.029713679912715594), (('moon', 1, 15), 0.12, 0.03175129985754986), (('gust', 0, 0), 4.0, 0.041271922650102405), (('wind', 0, 0), 2.0, 0.08327930713918127)]
3;13;2;З;4;['ясно'];750;0.94;0;0.02;-1;201;2020-07-19;Московская область;Москва;0.56;щука;[(('moon', 1, 12), 0.12, 0.029713679912715594), (('moon', 1, 15), 0.12, 0.03175129985754986), (('gust', 0, 0), 4.0, 0.041271922650102405), (('wind', 0, 0), 2.0, 0.08327930713918127)]
6;14;3;З;4;['малооблачно'];750;0.89;1;0.02;-1;201;2020-07-19;Московская область;Москва;0.56;щука;[(('moon', 1, 12), 0.12, 0.029713679912715594), (('moon', 1, 15), 0.12, 0.03175129985754986), (('gust', 0, 0), 4.0, 0.041271922650102405), (('wind', 0, 0), 3.0, 0.08327930713918127)]
9;19;2;СЗ;5;['ясно'];750;0.72;2;0.02;-1;201;2020-07-19;Московская область;Москва;0.57;щука;[(('moon', 1, 12), 0.12, 0.029713679912715594), (('moon', 1, 15), 0.12, 0.03175129985754986), (('gust', 0, 0), 5.0, 0.0462719226501024), (('wind', 0, 0), 2.0, 0.08327930713918127)]
12;22;3;СЗ;7;['малооблачно'];750;0.58;4;0.02;-1;201;2020-07-19;Московская область;Москва;0.56;щука;[(('moon', 1, 12), 0.06, 0.029713679912715594), (('moon', 1, 15), 0.12, 0.03175129985754986), (('gust', 0, 0), 7.0, 0.0462719226501024), (('wind', 0, 0), 3.0, 0.08327930713918127)]
15;23;4;СЗ;8;['облачно'];750;0.48;3;0.02;-1;201;2020-07-19;Московская область;Москва;0.59;щука;[(('moon', 1, 15), 0.06, 0.03175129985754986), (('moon', 1, 12), 0.06, 0.03249145769049337), (('gust', 0, 0), 8.0, 0.0462719226501024), (('wind', 0, 0), 4.0, 0.08327930713918127)]
18;22;3;СЗ;8;['малооблачно'];749;0.51;1;0.02;-1;201;2020-07-19;Московская область;Москва;0.56;щука;[(('moon', 1, 12), 0.06, 0.029713679912715594), (('moon', 1, 15), 0.06, 0.03175129985754986), (('gust', 0, 0), 8.0, 0.041271922650102405), (('wind', 0, 0), 3.0, 0.08906718592706007)]
21;18;2;С;6;['ясно'];749;0.79;0;0.02;-1;201;2020-07-19;Московская область;Москва;0.52;щука;[(('moon', 1, 12), 0.06, 0.029713679912715594), (('moon', 1, 15), 0.06, 0.03175129985754986), (('gust', 0, 0), 6.0, 0.041271922650102405), (('wind', 0, 0), 2.0, 0.08906718592706007)]
0;15;1;ЮЗ;3;['ясно'];749;0.86;0;0.0;0;202;2020-07-20;Московская область;Москва;0.61;щука;[(('moon', 2, 12), 0.12, 0.021494984217156433), (('moon', 1, 12), 0.06, 0.029713679912715594), (('gust', 0, 0), 3.0, 0.03730133441480829), (('wind', 0, 0), 1.0, 0.08906718592706007)]
3;13;2;З;3;['ясно'];749;0.94;0;0.0;0;202;2020-07-20;Московская область;Москва;0.57;щука;[(('moon', 1, 12), 0.06, 0.029713679912715594), (('moon', 1, 15), 0.06, 0.03175129985754986), (('gust', 0, 0), 3.0, 0.041271922650102405), (('wind', 0, 0), 2.0, 0.08906718592706007)]
6;15;2;З;4;['ясно'];749;0.89;1;0.0;0;202;2020-07-20;Московская область;Москва;0.58;щука;[(('moon', 1, 12), 0.06, 0.029713679912715594), (('moon', 1, 15), 0.06, 0.03175129985754986), (('gust', 0, 0), 4.0, 0.041271922650102405), (('wind', 0, 0), 2.0, 0.08906718592706007)]
9;21;2;СЗ;5;['ясно'];748;0.6;3;0.0;0;202;2020-07-20;Московская область;Москва;0.58;щука;[(('moon', 1, 12), 0.06, 0.029713679912715594), (('moon', 1, 15), 0.06, 0.03175129985754986), (('gust', 0, 0), 5.0, 0.0462719226501024), (('wind', 0, 0), 2.0, 0.08327930713918127)]
12;23;2;СЗ;6;['ясно'];748;0.47;5;0.0;0;202;2020-07-20;Московская область;Москва;0.54;щука;[(('moon', 1, 12), 0.02, 0.029713679912715594), (('moon', 1, 15), 0.06, 0.03175129985754986), (('gust', 0, 0), 6.0, 0.0462719226501024), (('wind', 0, 0), 2.0, 0.08327930713918127)]
15;24;2;СЗ;6;['ясно'];747;0.43;4;0.0;0;202;2020-07-20;Московская область;Москва;0.53;щука;[(('moon', 1, 15), 0.02, 0.02190754985754986), (('moon', 1, 12), 0.02, 0.029713679912715594), (('gust', 0, 0), 6.0, 0.05168224873705893), (('wind', 0, 0), 2.0, 0.07755203441190853)]
18;23;2;СЗ;6;['ясно'];747;0.5;2;0.0;0;202;2020-07-20;Московская область;Москва;0.53;щука;[(('moon', 1, 12), 0.02, 0.029713679912715594), (('moon', 1, 15), 0.02, 0.03175129985754986), (('gust', 0, 0), 6.0, 0.040323646788033435), (('wind', 0, 0), 2.0, 0.08906718592706007)]
21;21;1;СЗ;6;['ясно'];747;0.58;0;0.0;0;202;2020-07-20;Московская область;Москва;0.53;щука;[(('moon', 1, 12), 0.02, 0.029713679912715594), (('moon', 1, 15), 0.02, 0.03175129985754986), (('gust', 0, 0), 6.0, 0.040323646788033435), (('wind', 0, 0), 1.0, 0.08906718592706007)]
0;19;1;СЗ;4;['облачно'];746;0.69;0;0.01;1;203;2020-07-21;Московская область;Москва;0.55;щука;[(('moon', 1, 12), 0.02, 0.029713679912715594), (('moon', 1, 15), 0.02, 0.03175129985754986), (('gust', 0, 0), 4.0, 0.040323646788033435), (('wind', 0, 0), 1.0, 0.08906718592706007)]
3;17;1;З;3;['пасмурно'];746;0.82;0;0.01;1;203;2020-07-21;Московская область;Москва;0.61;щука;[(('moon', 1, 15), 0.02, 0.03175129985754986), (('gust', 0, 0), 3.0, 0.041271922650102405), (('пасмурно', 0, 0), 1.0, 0.043176238911381025), (('wind', 0, 0), 1.0, 0.08906718592706007)]
6;18;1;З;3;['пасмурно'];746;0.75;1;0.01;1;203;2020-07-21;Московская область;Москва;0.62;щука;[(('moon', 1, 15), 0.02, 0.03175129985754986), (('пасмурно', 0, 0), 1.0, 0.034509572244714355), (('gust', 0, 0), 3.0, 0.0462719226501024), (('wind', 0, 0), 1.0, 0.08906718592706007)]
9;20;1;СЗ;4;['пасмурно'];746;0.7;2;0.01;1;203;2020-07-21;Московская область;Москва;0.61;щука;[(('moon', 1, 15), 0.02, 0.03175129985754986), (('пасмурно', 0, 0), 1.0, 0.034509572244714355), (('gust', 0, 0), 4.0, 0.0462719226501024), (('wind', 0, 0), 1.0, 0.08906718592706007)]
12;21;2;З;5;['пасмурно'];746;0.62;3;0.01;1;203;2020-07-21;Московская область;Москва;0.62;щука;[(('moon', 1, 15), 0.02, 0.03175129985754986), (('пасмурно', 0, 0), 1.0, 0.034509572244714355), (('gust', 0, 0), 5.0, 0.0462719226501024), (('wind', 0, 0), 2.0, 0.08327930713918127)]
15;22;3;З;6;['пасмурно'];745;0.56;2;0.01;1;203;2020-07-21;Московская область;Москва;0.62;щука;[(('moon', 1, 15), 0.0, 0.033232781339031334), (('пасмурно', 0, 0), 1.0, 0.043176238911381025), (('gust', 0, 0), 6.0, 0.05168224873705893), (('wind', 0, 0), 3.0, 0.08227930713918126)]
18;20;2;СЗ;6;['облачно'];745;0.68;1;0.01;1;203;2020-07-21;Московская область;Москва;0.58;щука;[(('moon', 1, 12), 0.0, 0.029713679912715594), (('moon', 1, 15), 0.0, 0.033232781339031334), (('gust', 0, 0), 6.0, 0.04573397287498995), (('wind', 0, 0), 2.0, 0.08806718592706006)]
21;18;2;СЗ;6;['малооблачно'];745;0.82;0;0.01;1;203;2020-07-21;Московская область;Москва;0.56;щука;[(('moon', 1, 15), 0.0, 0.033232781339031334), (('moon', 1, 12), 0.0, 0.03767664287567856), (('gust', 0, 0), 6.0, 0.040323646788033435), (('wind', 0, 0), 2.0, 0.08906718592706007)]
0;17;2;СЗ;5;['ясно'];745;0.89;0;0.04;1;204;2020-07-22;Московская область;Москва;0.61;щука;[(('moon', 1, 15), 0.0, 0.023389031339031335), (('moon', 1, 12), 0.0, 0.03249145769049337), (('gust', 0, 0), 5.0, 0.040323646788033435), (('wind', 0, 0), 2.0, 0.08327930713918127)]
3;15;2;СЗ;4;['ясно'];745;0.97;0;0.04;1;204;2020-07-22;Московская область;Москва;0.62;щука;[(('moon', 1, 15), 0.0, 0.023389031339031335), (('moon', 1, 12), 0.0, 0.029713679912715594), (('gust', 0, 0), 4.0, 0.041271922650102405), (('wind', 0, 0), 2.0, 0.08906718592706007)]
6;18;2;СЗ;5;['малооблачно', ' гроза'];744;0.88;1;0.04;1;204;2020-07-22;Московская область;Москва;0.64;щука;[(('moon', 1, 15), 0.0, 0.023389031339031335), (('moon', 1, 12), 0.0, 0.029713679912715594), (('gust', 0, 0), 5.0, 0.0462719226501024), (('wind', 0, 0), 2.0, 0.08906718592706007)]
9;21;3;С;7;['малооблачно', ' гроза'];744;0.81;2;0.04;1;204;2020-07-22;Московская область;Москва;0.59;щука;[(('moon', 1, 15), 0.0, 0.023389031339031335), (('moon', 1, 12), 0.0, 0.029713679912715594), (('gust', 0, 0), 7.0, 0.0462719226501024), (('wind', 0, 0), 3.0, 0.08225684109947386)]
12;21;3;С;7;['малооблачно', ' небольшой дождь', ' гроза'];744;0.74;4;0.04;1;204;2020-07-22;Московская область;Москва;0.55;щука;[(('moon', 1, 15), 0.0, 0.023389031339031335), (('moon', 1, 12), 0.01, 0.029713679912715594), (('gust', 0, 0), 7.0, 0.0462719226501024), (('wind', 0, 0), 3.0, 0.06709396231159506)]
15;22;3;С;9;['малооблачно', ' небольшой дождь', ' гроза'];744;0.68;3;0.04;1;204;2020-07-22;Московская область;Москва;0.57;щука;[(('moon', 1, 15), 0.01, 0.023389031339031335), (('moon', 1, 12), 0.01, 0.029713679912715594), (('gust', 0, 0), 9.0, 0.0462719226501024), (('wind', 0, 0), 3.0, 0.06709396231159506)]
18;20;2;С;8;['малооблачно', ' небольшой дождь', ' гроза'];743;0.76;1;0.04;1;204;2020-07-22;Московская область;Москва;0.55;щука;[(('moon', 1, 15), 0.01, 0.023389031339031335), (('moon', 1, 12), 0.01, 0.03249145769049337), (('gust', 0, 0), 8.0, 0.04963399161561964), (('wind', 0, 0), 2.0, 0.06709396231159506)]
21;18;2;СЗ;7;['малооблачно', ' небольшой дождь', ' гроза'];743;0.86;0;0.04;1;204;2020-07-22;Московская область;Москва;0.59;щука;[(('moon', 1, 15), 0.01, 0.023389031339031335), (('moon', 1, 12), 0.01, 0.02364810614222379), (('gust', 0, 0), 7.0, 0.04963399161561964), (('wind', 0, 0), 2.0, 0.05724321604293835)]
0;16;2;СЗ;5;['ясно'];743;0.91;0;0.1;1;205;2020-07-23;Московская область;Москва;0.61;щука;[(('moon', 2, 3), 0.0, 0.018645799616424527), (('moon', 1, 18), 0.01, 0.02046539079971784), (('gust', 0, 0), 5.0, 0.04963399161561964), (('wind', 0, 0), 2.0, 0.05724321604293835)]
3;14;2;С;4;['ясно'];743;0.96;0;0.1;1;205;2020-07-23;Московская область;Москва;0.58;щука;[(('moon', 1, 12), 0.01, 0.01757973007384772), (('moon', 1, 18), 0.01, 0.02046539079971784), (('gust', 0, 0), 4.0, 0.050582267477688604), (('wind', 0, 0), 2.0, 0.06303109483081713)]
6;17;1;СЗ;4;['малооблачно'];743;0.78;1;0.1;1;205;2020-07-23;Московская область;Москва;0.62;щука;[(('moon', 1, 12), 0.01, 0.01757973007384772), (('moon', 1, 18), 0.01, 0.02046539079971784), (('gust', 0, 0), 4.0, 0.05558226747768861), (('wind', 0, 0), 1.0, 0.06303109483081713)]
9;21;1;ЮЗ;4;['малооблачно'];742;0.64;2;0.1;1;205;2020-07-23;Московская область;Москва;0.64;щука;[(('moon', 1, 18), 0.01, 0.02046539079971784), (('ЮЗ', 0, 0), 1.0, 0.021809164862013435), (('gust', 0, 0), 4.0, 0.051611679242394494), (('wind', 0, 0), 1.0, 0.06303109483081713)]
12;21;2;ЮЗ;5;['малооблачно', ' небольшой дождь', ' гроза'];741;0.62;4;0.1;1;205;2020-07-23;Московская область;Москва;0.6;щука;[(('moon', 1, 18), 0.01, 0.02046539079971784), (('ЮЗ', 0, 0), 1.0, 0.021809164862013435), (('gust', 0, 0), 5.0, 0.051611679242394494), (('wind', 0, 0), 2.0, 0.06303109483081713)]
15;21;3;ЮЗ;7;['облачно', ' небольшой дождь', ' гроза'];741;0.61;3;0.1;1;205;2020-07-23;Московская область;Москва;0.6;щука;[(('ЮЗ', 0, 0), 1.0, 0.018705716586151368), (('moon', 1, 18), 0.01, 0.02046539079971784), (('gust', 0, 0), 7.0, 0.05702200532935101), (('wind', 0, 0), 3.0, 0.06203109483081714)]
18;19;3;З;8;['малооблачно', ' дождь', ' гроза'];740;0.75;1;0.1;1;205;2020-07-23;Московская область;Москва;0.62;щука;[(('moon', 1, 18), 0.04, 0.02046539079971784), (('З', 0, 0), 1.0, 0.020599367476025303), (('gust', 0, 0), 8.0, 0.040323646788033435), (('wind', 0, 0), 3.0, 0.06303109483081713)]
21;17;3;З;9;['малооблачно', ' дождь', ' гроза'];740;0.93;0;0.1;1;205;2020-07-23;Московская область;Москва;0.63;щука;[(('moon', 1, 18), 0.04, 0.02046539079971784), (('З', 0, 0), 1.0, 0.020599367476025303), (('gust', 0, 0), 9.0, 0.040323646788033435), (('wind', 0, 0), 3.0, 0.06303109483081713)]
0;15;4;З;8;['малооблачно', ' дождь'];740;0.91;0;0.18;1;206;2020-07-24;Московская область;Москва;0.63;щука;[(('moon', 1, 12), 0.04, 0.01757973007384772), (('moon', 1, 18), 0.04, 0.02046539079971784), (('gust', 0, 0), 8.0, 0.040323646788033435), (('wind', 0, 0), 4.0, 0.05830382210354441)]
3;14;5;З;9;['малооблачно', ' дождь'];740;0.89;0;0.18;1;206;2020-07-24;Московская область;Москва;0.61;щука;[(('moon', 1, 12), 0.04, 0.01757973007384772), (('moon', 1, 18), 0.04, 0.02046539079971784), (('gust', 0, 0), 9.0, 0.044073646788033445), (('wind', 0, 0), 5.0, 0.048303822103544405)]
6;15;6;З;10;['облачно', ' небольшой дождь'];740;0.84;0;0.18;1;206;2020-07-24;Московская область;Москва;0.58;щука;[(('moon', 1, 15), 0.04, 0.01709812224812225), (('gust', 0, 0), 10.0, 0.018333498938795406), (('moon', 1, 18), 0.04, 0.02046539079971784), (('moon', 1, 12), 0.04, 0.025633086356119668)]
9;15;7;З;12;['пасмурно', ' небольшой дождь'];739;0.8;1;0.18;1;206;2020-07-24;Московская область;Москва;0.58;щука;[(('moon', 1, 18), 0.04, 0.02046539079971784), (('moon', 1, 15), 0.04, 0.024125772017707502), (('moon', 1, 12), 0.04, 0.024788763687293103), (('пасмурно', 0, 0), 1.0, 0.03278450485926962)]
12;16;7;З;13;['пасмурно', ' небольшой дождь'];740;0.76;2;0.18;1;206;2020-07-24;Московская область;Москва;0.58;щука;[(('moon', 1, 18), 0.04, 0.02046539079971784), (('moon', 1, 15), 0.04, 0.024125772017707502), (('moon', 1, 12), 0.1, 0.024788763687293103), (('пасмурно', 0, 0), 1.0, 0.045319096054238166)]
15;17;7;З;15;['пасмурно', ' небольшой дождь'];740;0.72;1;0.18;1;206;2020-07-24;Московская область;Москва;0.57;щука;[(('З', 0, 0), 1.0, 0.020281065088757395), (('moon', 1, 18), 0.04, 0.02046539079971784), (('moon', 1, 15), 0.1, 0.023507923047455782), (('пасмурно', 0, 0), 1.0, 0.045319096054238166)]
18;16;2;ЮВ;9;['пасмурно', ' небольшой дождь'];741;0.59;0;0.18;1;206;2020-07-24;Московская область;Москва;0.68;щука;[(('moon', 1, 18), 0.1, 0.02046539079971784), (('gust', 0, 0), 9.0, 0.04058226747768861), (('пасмурно', 0, 0), 1.0, 0.045319096054238166), (('wind', 0, 0), 2.0, 0.06303109483081713)]
21;14;1;С;8;['облачно', ' небольшой дождь'];743;0.74;0;0.18;1;206;2020-07-24;Московская область;Москва;0.6;щука;[(('moon', 1, 12), 0.1, 0.01757973007384772), (('moon', 1, 18), 0.1, 0.02046539079971784), (('gust', 0, 0), 8.0, 0.05338399161561964), (('wind', 0, 0), 1.0, 0.06303109483081713)]
